age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,age_group,education,workclass,native-country,race
25,111530,9,1,0,28,Never-married,Not-in-family,Male,Sales,25-34,HS-grad,Private,United-States,White
72,173268,9,3,0,40,Widowed,Not-in-family,Male,Exec-managerial,65-90,HS-grad,Private,United-States,White
67,144408,9,15,0,43,Separated,Own-child,Male,Craft-repair,65-90,HS-grad,Self-emp-not-inc,United-States,White
36,216505,9,0,0,40,Never-married,Own-child,Female,Exec-managerial,35-44,HS-grad,Private,United-States,White
45,128033,15,2,0,40,Married-spouse-absent,Not-in-family,Male,Exec-managerial,45-54,HS-grad,Private,United-States,White
40,227963,3,0,0,40,Never-married,Own-child,Male,Adm-clerical,35-44,HS-grad,Private,United-States,White
29,259652,9,0,0,50,Divorced,Not-in-family,Male,Priv-house-serv,25-34,Some-college,Federal-gov,United-States,White
46,276801,7,3,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,Bachelors,Private,United-States,White
47,242152,13,1,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,Some-college,Private,United-States,White
57,185735,9,4882,1902,40,Married-civ-spouse,Husband,Male,Sales,55-64,HS-grad,Private,Philippines,Asian-Pac-Islander
20,226198,4,0,0,40,Never-married,Not-in-family,Male,Machine-op-inspct,17-24,HS-grad,Private,United-States,White
31,456912,9,1,1614,40,Never-married,Not-in-family,Male,Exec-managerial,25-34,11th,Private,United-States,White
34,293284,6,2,0,40,Married-civ-spouse,Husband,Male,Sales,25-34,Masters,Private,United-States,White
53,105971,15,0,0,44,Divorced,Not-in-family,Male,Craft-repair,45-54,HS-grad,Private,India,Asian-Pac-Islander
51,186209,6,0,0,51,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,Some-college,Private,United-States,White
25,248603,9,0,0,40,Never-married,Own-child,Male,Adm-clerical,25-34,Masters,Private,United-States,White
35,79065,9,7572,0,20,Married-civ-spouse,Husband,Male,Adm-clerical,35-44,Some-college,Private,United-States,White
46,106015,10,10,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,Some-college,Private,United-States,White
38,238758,6,0,0,20,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Some-college,Private,United-States,White
35,26342,13,0,0,40,Divorced,Not-in-family,Female,Prof-specialty,35-44,Some-college,Private,United-States,White
18,189880,9,0,0,40,Never-married,Other-relative,Female,Adm-clerical,17-24,HS-grad,Private,Cuba,Other
34,172269,9,0,0,49,Married-civ-spouse,Husband,Male,Craft-repair,25-34,Some-college,Private,United-States,White
38,157748,10,4,0,40,Married-civ-spouse,Husband,Male,Sales,35-44,1st-4th,Private,United-States,White
27,62298,13,0,1889,40,Never-married,Not-in-family,Male,Machine-op-inspct,25-34,Some-college,Private,United-States,White
50,145692,10,0,0,54,Separated,Not-in-family,Female,Adm-clerical,45-54,HS-grad,Private,United-States,White
40,128524,5,0,0,40,Divorced,Not-in-family,Female,Sales,35-44,HS-grad,Private,United-States,White
28,211964,6,26958,0,48,Married-civ-spouse,Husband,Male,Handlers-cleaners,25-34,HS-grad,Self-emp-not-inc,United-States,White
45,54481,5,1,0,40,Separated,Not-in-family,Male,Adm-clerical,45-54,HS-grad,Private,United-States,White
28,157108,9,7,0,40,Divorced,Unmarried,Female,Craft-repair,25-34,HS-grad,Private,United-States,White
36,610892,9,0,0,20,Divorced,Not-in-family,Female,Machine-op-inspct,35-44,Masters,Self-emp-inc,United-States,White
59,86189,9,11,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,55-64,1st-4th,Self-emp-not-inc,United-States,White
39,359961,5,0,0,40,Never-married,Not-in-family,Male,Prof-specialty,35-44,HS-grad,Private,United-States,White
47,147390,12,4224,0,40,Married-civ-spouse,Husband,Male,Other-service,45-54,Masters,State-gov,United-States,White
45,273898,14,2,0,40,Divorced,Not-in-family,Male,Tech-support,45-54,HS-grad,Private,United-States,White
21,237694,8,0,0,40,Never-married,Own-child,Male,Transport-moving,17-24,Assoc-acdm,Private,United-States,White
17,203604,7,0,0,40,Separated,Own-child,Male,Exec-managerial,17-24,HS-grad,Private,United-States,White
55,203670,10,2,0,37,Married-civ-spouse,Husband,Male,Farming-fishing,55-64,HS-grad,Self-emp-not-inc,United-States,White
49,258545,14,0,0,36,Married-civ-spouse,Husband,Male,Handlers-cleaners,45-54,11th,Private,United-States,White
23,312787,12,5,0,56,Never-married,Own-child,Male,Prof-specialty,17-24,HS-grad,Private,United-States,White
33,124071,10,0,0,25,Married-civ-spouse,Husband,Male,Adm-clerical,25-34,Bachelors,Private,United-States,White
48,106292,11,1,1898,44,Married-civ-spouse,Husband,Male,Other-service,45-54,Masters,Private,United-States,White
22,170466,10,0,0,40,Divorced,Not-in-family,Female,Machine-op-inspct,17-24,Some-college,Private,United-States,White
39,228173,10,0,0,75,Married-civ-spouse,Wife,Female,Exec-managerial,35-44,Masters,Private,United-States,White
19,272224,10,0,0,63,Never-married,Own-child,Male,Prof-specialty,17-24,Some-college,Private,United-States,White
58,72571,12,3,0,35,Married-civ-spouse,Wife,Female,Exec-managerial,55-64,10th,Private,United-States,White
69,375163,9,2581,0,40,Widowed,Not-in-family,Female,Prof-specialty,65-90,10th,Local-gov,United-States,White
56,153854,10,0,0,46,Married-civ-spouse,Husband,Male,Other-service,55-64,Some-college,Self-emp-not-inc,United-States,White
50,128112,13,0,0,58,Divorced,Unmarried,Female,Tech-support,45-54,Some-college,Self-emp-inc,United-States,White
45,134681,10,8,0,35,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Private,United-States,White
50,196982,13,0,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,45-54,Some-college,State-gov,United-States,White
21,149655,13,0,0,20,Never-married,Not-in-family,Female,Sales,17-24,Bachelors,Private,United-States,White
50,29905,9,7,0,31,Married-civ-spouse,Husband,Male,Adm-clerical,45-54,HS-grad,Private,United-States,White
29,233194,3,2,0,40,Divorced,Own-child,Male,Craft-repair,25-34,Bachelors,Private,United-States,White
51,290951,10,2,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,45-54,Some-college,Private,United-States,White
28,233658,10,14331,0,35,Married-civ-spouse,Husband,Male,Transport-moving,25-34,HS-grad,Private,United-States,White
26,168331,14,4,0,46,Never-married,Own-child,Female,Handlers-cleaners,25-34,HS-grad,Private,United-States,White
39,411972,9,0,0,20,Never-married,Not-in-family,Female,Exec-managerial,35-44,Bachelors,Private,United-States,White
24,63617,13,0,0,40,Never-married,Own-child,Female,Prof-specialty,17-24,Bachelors,Private,United-States,White
36,37038,9,4,0,40,Never-married,Own-child,Male,Exec-managerial,35-44,HS-grad,Private,United-States,White
39,190959,10,3,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Some-college,Private,United-States,White
61,130376,13,2,0,50,Married-civ-spouse,Husband,Male,Sales,55-64,Bachelors,Federal-gov,United-States,White
33,134636,10,6974,0,50,Divorced,Not-in-family,Male,Craft-repair,25-34,Bachelors,Private,United-States,White
61,211299,10,5,0,36,Never-married,Other-relative,Female,Craft-repair,55-64,Some-college,Self-emp-not-inc,United-States,White
50,132488,9,0,0,40,Married-civ-spouse,Wife,Female,Exec-managerial,45-54,Bachelors,State-gov,United-States,White
35,399211,9,4,0,35,Married-civ-spouse,Wife,Female,Adm-clerical,35-44,Some-college,Self-emp-not-inc,United-States,White
49,130055,9,2,0,77,Divorced,Unmarried,Male,Sales,45-54,Bachelors,State-gov,United-States,White
38,322607,13,2946,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Masters,Private,United-States,White
40,182815,13,7,0,51,Never-married,Own-child,Female,Exec-managerial,35-44,HS-grad,Private,United-States,White
28,72141,13,5,0,40,Married-civ-spouse,Husband,Male,Craft-repair,25-34,HS-grad,Private,United-States,White
33,243219,10,2141,0,52,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,Bachelors,Private,United-States,White
59,355308,13,22,0,40,Married-civ-spouse,Husband,Male,Protective-serv,55-64,9th,Private,United-States,White
43,80316,9,0,0,40,Married-civ-spouse,Husband,Male,Other-service,35-44,Bachelors,Private,United-States,White
31,147960,15,5,0,22,Divorced,Own-child,Female,Prof-specialty,25-34,Bachelors,Self-emp-not-inc,United-States,White
24,172673,9,6,0,26,Never-married,Own-child,Male,Prof-specialty,17-24,HS-grad,Private,United-States,White
23,164190,6,2,0,40,Never-married,Own-child,Female,Sales,17-24,Bachelors,Private,Mexico,White
43,339003,9,5,0,37,Married-civ-spouse,Husband,Male,Handlers-cleaners,35-44,HS-grad,Private,Japan,Asian-Pac-Islander
22,227008,13,0,0,40,Never-married,Not-in-family,Male,Other-service,17-24,HS-grad,Private,United-States,White
21,271821,15,0,0,40,Divorced,Not-in-family,Male,Transport-moving,17-24,Some-college,Private,United-States,White
36,458345,9,5,0,40,Divorced,Unmarried,Female,Prof-specialty,35-44,9th,Federal-gov,United-States,White
30,197871,9,12,0,20,Never-married,Own-child,Female,Prof-specialty,25-34,Assoc-acdm,Local-gov,United-States,White
51,49242,10,3,0,51,Divorced,Own-child,Female,Sales,45-54,Doctorate,Private,United-States,White
54,34545,9,0,0,28,Married-civ-spouse,Husband,Male,Craft-repair,45-54,10th,Self-emp-not-inc,Haiti,Black
34,219744,13,0,0,66,Never-married,Not-in-family,Male,Prof-specialty,25-34,HS-grad,Local-gov,United-States,White
53,221631,12,3,0,50,Never-married,Not-in-family,Male,Sales,45-54,HS-grad,Private,United-States,White
20,102613,9,0,0,52,Never-married,Other-relative,Female,Machine-op-inspct,17-24,HS-grad,Private,United-States,White
51,606270,9,0,0,49,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,Bachelors,Self-emp-not-inc,United-States,White
62,59333,9,0,0,40,Divorced,Not-in-family,Female,Exec-managerial,55-64,Some-college,Self-emp-not-inc,United-States,White
22,59847,9,0,0,35,Never-married,Own-child,Male,Other-service,17-24,HS-grad,Private,United-States,White
41,112398,7,2238,1147,74,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Some-college,Private,United-States,White
25,182541,9,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,25-34,Bachelors,Private,Taiwan,White
33,252952,9,0,0,40,Divorced,Not-in-family,Male,Exec-managerial,25-34,Assoc-voc,Private,United-States,White
54,70846,13,5,0,62,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,Bachelors,Self-emp-not-inc,United-States,White
36,166910,10,0,0,40,Divorced,Unmarried,Female,Prof-specialty,35-44,Some-college,Private,United-States,White
33,152532,11,0,0,37,Separated,Unmarried,Female,Exec-managerial,25-34,HS-grad,Private,Ireland,White
68,341740,13,1,0,40,Widowed,Not-in-family,Female,Adm-clerical,65-90,HS-grad,Private,Mexico,White
22,125292,10,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,17-24,Some-college,Private,Cuba,White
17,93887,4,5,0,7,Married-civ-spouse,Husband,Male,Prof-specialty,17-24,Some-college,Private,United-States,White
56,409263,13,8,0,20,Married-civ-spouse,Husband,Male,Tech-support,55-64,Bachelors,Federal-gov,United-States,White
21,153768,13,0,0,40,Never-married,Own-child,Female,Sales,17-24,11th,Private,United-States,White
20,201839,9,0,0,40,Divorced,Unmarried,Female,Other-service,17-24,Bachelors,Private,United-States,White
34,278647,10,4,0,40,Never-married,Not-in-family,Male,Craft-repair,25-34,Bachelors,Private,United-States,White
53,551254,13,0,0,40,Divorced,Not-in-family,Male,Prof-specialty,45-54,Assoc-voc,Self-emp-not-inc,United-States,White
44,294147,4,1,0,36,Never-married,Not-in-family,Male,Machine-op-inspct,35-44,Some-college,Private,United-States,White
73,54747,10,8,0,38,Never-married,Not-in-family,Female,Adm-clerical,65-90,HS-grad,Private,United-States,White
51,114783,10,2403,0,55,Married-civ-spouse,Husband,Male,Craft-repair,45-54,Assoc-voc,Private,United-States,White
56,199042,9,0,0,49,Divorced,Not-in-family,Female,Craft-repair,55-64,7th-8th,Private,United-States,White
21,237222,13,5,0,54,Never-married,Own-child,Female,Sales,17-24,Bachelors,Self-emp-not-inc,United-States,White
42,329895,3,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,35-44,HS-grad,Private,United-States,White
30,197261,13,3,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,25-34,Bachelors,Private,United-States,White
20,54566,13,2,0,40,Never-married,Unmarried,Male,Craft-repair,17-24,11th,Private,United-States,White
26,191417,10,13,0,20,Never-married,Other-relative,Male,Other-service,25-34,Some-college,Private,United-States,White
31,268283,10,3,0,50,Never-married,Own-child,Female,Machine-op-inspct,25-34,Bachelors,Private,United-States,White
34,53927,9,7889,0,9,Never-married,Unmarried,Male,Sales,25-34,HS-grad,Federal-gov,United-States,White
62,49298,10,0,0,40,Married-civ-spouse,Husband,Male,Protective-serv,55-64,Some-college,Private,United-States,White
33,136401,11,0,0,44,Never-married,Not-in-family,Male,Adm-clerical,25-34,Assoc-voc,Private,United-States,White
51,173564,7,4,0,50,Married-civ-spouse,Husband,Male,Sales,45-54,Masters,Private,United-States,White
50,255209,10,0,0,40,Married-civ-spouse,Other-relative,Male,Other-service,45-54,HS-grad,Private,United-States,White
41,25736,5,1,0,59,Divorced,Unmarried,Female,Other-service,35-44,HS-grad,Self-emp-not-inc,United-States,White
43,90432,10,7,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,35-44,Assoc-voc,Self-emp-inc,United-States,White
26,365945,9,0,0,40,Never-married,Own-child,Male,Sales,25-34,HS-grad,Private,United-States,White
44,92090,13,0,0,37,Married-civ-spouse,Wife,Female,Sales,35-44,Some-college,Local-gov,United-States,White
22,788555,10,3,0,40,Never-married,Not-in-family,Female,Craft-repair,17-24,HS-grad,Private,United-States,White
24,196859,9,5,0,45,Married-civ-spouse,Husband,Male,Machine-op-inspct,17-24,Some-college,Private,United-States,White
33,419833,11,5,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,HS-grad,Private,United-States,White
32,88454,13,0,0,40,Never-married,Unmarried,Female,Sales,25-34,Bachelors,Private,Mexico,White
55,200522,9,2,0,40,Never-married,Not-in-family,Male,Machine-op-inspct,55-64,Some-college,Local-gov,United-States,White
34,340453,10,0,2339,50,Married-civ-spouse,Husband,Male,Other-service,25-34,HS-grad,Private,United-States,White
60,247532,10,0,0,40,Divorced,Not-in-family,Male,Adm-clerical,55-64,Assoc-voc,Local-gov,United-States,White
43,326693,13,16,0,36,Married-civ-spouse,Husband,Male,Handlers-cleaners,35-44,HS-grad,State-gov,United-States,White
41,212692,14,2,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Masters,Federal-gov,United-States,White
46,124117,9,3,0,40,Divorced,Not-in-family,Female,Adm-clerical,45-54,Masters,Private,United-States,White
52,182609,10,0,0,14,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,10th,Self-emp-not-inc,United-States,White
26,245525,10,0,0,40,Never-married,Unmarried,Male,Tech-support,25-34,HS-grad,Private,United-States,White
35,123481,11,4,0,30,Married-civ-spouse,Husband,Male,Handlers-cleaners,35-44,Bachelors,Private,United-States,White
58,157362,15,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,55-64,Masters,Local-gov,United-States,White
24,125609,9,0,0,40,Never-married,Not-in-family,Male,Adm-clerical,17-24,HS-grad,Self-emp-not-inc,United-States,White
49,318245,13,1,0,40,Married-civ-spouse,Husband,Male,Craft-repair,45-54,Doctorate,Private,United-States,White
53,418380,13,5,0,99,Married-civ-spouse,Husband,Male,Other-service,45-54,Some-college,Private,United-States,White
44,83834,10,2,0,59,Married-civ-spouse,Husband,Male,Farming-fishing,35-44,Bachelors,Private,United-States,White
37,137636,14,5159,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Bachelors,Local-gov,United-States,White
34,373486,7,0,0,29,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
62,37231,14,10,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,55-64,Some-college,Self-emp-inc,United-States,White
31,702617,9,7045,0,45,Never-married,Not-in-family,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
48,167933,14,4,0,40,Divorced,Not-in-family,Female,Sales,45-54,11th,Private,United-States,White
27,133097,10,8,1620,50,Married-civ-spouse,Husband,Male,Handlers-cleaners,25-34,HS-grad,Private,United-States,White
43,189506,9,0,0,40,Divorced,Not-in-family,Female,Other-service,35-44,HS-grad,Private,United-States,White
37,206797,13,4,1723,26,Never-married,Not-in-family,Female,Handlers-cleaners,35-44,HS-grad,Self-emp-not-inc,United-States,White
23,68208,13,26982,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,17-24,Bachelors,Private,United-States,White
39,296888,9,10,0,40,Married-civ-spouse,Husband,Male,Sales,35-44,Assoc-voc,Private,United-States,White
37,179042,9,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Some-college,Private,United-States,White
33,147533,9,0,0,37,Married-civ-spouse,Husband,Male,Adm-clerical,25-34,9th,Private,United-States,White
58,235638,10,0,1997,40,Widowed,Not-in-family,Male,Craft-repair,55-64,7th-8th,Private,United-States,White
37,98460,14,0,0,40,Married-civ-spouse,Husband,Male,Other-service,35-44,7th-8th,Private,United-States,White
49,193641,10,0,0,35,Divorced,Not-in-family,Male,Adm-clerical,45-54,HS-grad,Local-gov,United-States,White
45,331698,13,6,0,56,Divorced,Unmarried,Female,Prof-specialty,45-54,11th,Self-emp-not-inc,United-States,White
36,70172,15,4,0,50,Married-civ-spouse,Wife,Female,Other-service,35-44,Some-college,State-gov,India,Asian-Pac-Islander
41,247281,13,5,0,52,Divorced,Not-in-family,Female,Craft-repair,35-44,HS-grad,Private,Italy,White
20,89961,7,16,0,40,Never-married,Not-in-family,Female,Sales,17-24,Some-college,Private,United-States,White
29,49104,9,10,0,37,Never-married,Own-child,Female,Adm-clerical,25-34,Assoc-voc,Private,United-States,White
47,114203,9,0,0,40,Divorced,Unmarried,Female,Sales,45-54,Some-college,Local-gov,United-States,White
47,201227,2,10,0,20,Divorced,Unmarried,Female,Craft-repair,45-54,Prof-school,Self-emp-not-inc,United-States,White
23,71569,10,12,0,50,Never-married,Not-in-family,Male,Other-service,17-24,Some-college,Private,Germany,White
54,188493,12,1775,0,91,Married-civ-spouse,Husband,Male,Farming-fishing,45-54,Masters,Private,United-States,White
