age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,workclass,native-country,race
48,148206,13,10,0,20,Divorced,Wife,Female,Sales,Private,United-States,White
28,255472,9,7,1877,40,Never-married,Husband,Male,Other-service,Private,United-States,Black
41,190318,9,0,0,40,Divorced,Husband,Male,Craft-repair,Self-emp-inc,United-States,White
24,33755,10,0,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
28,188395,10,2,0,50,Married-civ-spouse,Wife,Female,Sales,Private,United-States,White
62,46259,14,0,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,Private,United-States,White
34,81272,10,0,0,50,Married-civ-spouse,Not-in-family,Male,Prof-specialty,Private,United-States,White
30,521519,14,0,0,46,Never-married,Not-in-family,Male,Tech-support,Private,United-States,White
67,178862,9,1,0,79,Divorced,Husband,Male,Handlers-cleaners,Local-gov,United-States,Black
41,97863,7,11,0,40,Divorced,Not-in-family,Male,Protective-serv,Self-emp-not-inc,United-States,Asian-Pac-Islander
21,128957,13,10,0,40,Never-married,Husband,Male,Craft-repair,Private,Philippines,Asian-Pac-Islander
35,296313,10,4,0,40,Divorced,Husband,Male,Machine-op-inspct,Self-emp-inc,United-States,White
31,377036,10,0,0,40,Divorced,Not-in-family,Male,Machine-op-inspct,Private,United-States,White
45,106125,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Self-emp-inc,Canada,White
22,198453,9,2,0,36,Never-married,Husband,Male,Sales,Private,United-States,White
35,104133,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,State-gov,United-States,White
59,207843,14,0,0,7,Divorced,Unmarried,Female,Adm-clerical,Local-gov,United-States,Asian-Pac-Islander
56,93231,10,7355,0,40,Married-civ-spouse,Wife,Female,Other-service,Private,South,White
42,597772,13,3176,0,34,Married-civ-spouse,Husband,Male,Machine-op-inspct,Self-emp-not-inc,United-States,Black
52,191842,11,0,0,40,Divorced,Own-child,Male,Adm-clerical,Private,United-States,White
27,130918,14,11,0,61,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
45,328924,10,0,0,40,Married-civ-spouse,Wife,Female,Adm-clerical,Private,United-States,White
72,127222,9,0,0,93,Widowed,Unmarried,Female,Adm-clerical,Federal-gov,United-States,Black
43,54412,9,0,0,20,Married-civ-spouse,Own-child,Female,Sales,Private,United-States,White
40,137545,13,0,0,45,Married-civ-spouse,Husband,Male,Prof-specialty,Private,Scotland,White
40,181893,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
52,330152,2,0,0,20,Married-civ-spouse,Husband,Male,Other-service,Self-emp-inc,United-States,White
41,171410,9,0,0,50,Divorced,Own-child,Female,Adm-clerical,Self-emp-inc,United-States,White
35,203663,5,0,0,36,Married-civ-spouse,Husband,Male,Sales,Self-emp-not-inc,Puerto-Rico,White
55,205698,13,0,0,40,Never-married,Wife,Female,Adm-clerical,Local-gov,United-States,White
34,228217,15,0,0,40,Never-married,Husband,Male,Machine-op-inspct,Private,United-States,White
50,45786,13,1,0,40,Divorced,Husband,Male,Tech-support,Federal-gov,United-States,White
26,223723,8,8,0,40,Never-married,Not-in-family,Male,Handlers-cleaners,State-gov,United-States,White
31,183014,10,3,0,36,Never-married,Other-relative,Female,Prof-specialty,Private,United-States,White
38,114935,9,0,0,40,Divorced,Husband,Male,Exec-managerial,Private,United-States,White
39,271580,9,0,0,36,Married-civ-spouse,Unmarried,Female,Prof-specialty,Private,United-States,White
40,293349,11,1711,0,54,Married-civ-spouse,Wife,Female,Other-service,Self-emp-not-inc,United-States,White
67,397651,14,0,0,49,Widowed,Own-child,Male,Exec-managerial,Private,United-States,White
38,113015,14,1,0,50,Married-civ-spouse,Own-child,Female,Other-service,Private,United-States,White
34,360797,10,2,0,55,Never-married,Husband,Male,Farming-fishing,Private,United-States,White
41,188728,13,0,0,40,Divorced,Not-in-family,Male,Sales,Private,United-States,White
56,55768,9,0,0,24,Divorced,Husband,Male,Craft-repair,Local-gov,United-States,White
38,54410,14,0,0,63,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,Black
29,172285,7,0,0,40,Never-married,Own-child,Female,Other-service,Private,United-States,White
27,190152,8,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
22,37730,9,0,0,40,Never-married,Not-in-family,Female,Tech-support,State-gov,United-States,White
56,297509,10,15045,0,38,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Private,United-States,White
26,20010,11,0,0,45,Married-civ-spouse,Unmarried,Female,Sales,Self-emp-not-inc,United-States,White
19,149663,9,0,0,30,Never-married,Husband,Male,Exec-managerial,Federal-gov,United-States,White
35,205226,9,0,0,40,Separated,Husband,Male,Sales,Private,United-States,White
46,237613,14,0,1945,56,Married-civ-spouse,Own-child,Male,Handlers-cleaners,Private,United-States,White
25,30592,8,0,0,11,Separated,Not-in-family,Female,Prof-specialty,Private,United-States,White
24,496640,3,0,0,20,Never-married,Wife,Female,Other-service,Private,Columbia,White
23,166231,12,0,0,45,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
35,177977,10,2,0,40,Divorced,Husband,Male,Protective-serv,Private,United-States,White
46,159061,6,2,0,26,Never-married,Other-relative,Male,Exec-managerial,Private,United-States,White
40,244409,12,0,0,37,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
38,28935,14,7454,0,70,Married-civ-spouse,Own-child,Male,Other-service,Private,United-States,White
50,34289,13,15122,0,46,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
60,100930,9,5,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
46,242679,10,2,0,40,Married-civ-spouse,Own-child,Male,Exec-managerial,Private,United-States,White
45,195871,10,0,0,40,Never-married,Not-in-family,Male,Craft-repair,Private,United-States,White
31,131982,12,0,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,Private,United-States,White
51,100196,7,8,0,49,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
22,259709,10,0,0,59,Married-civ-spouse,Husband,Male,Other-service,Private,United-States,White
34,182763,13,10,0,30,Never-married,Not-in-family,Female,Other-service,Private,Mexico,White
31,232121,9,0,0,70,Married-civ-spouse,Own-child,Male,Protective-serv,Private,United-States,White
61,105253,13,0,0,40,Married-civ-spouse,Unmarried,Female,Other-service,Self-emp-not-inc,United-States,White
50,51298,9,0,0,77,Separated,Not-in-family,Female,Other-service,Private,United-States,White
42,182337,8,3,0,50,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,Black
24,40367,13,7,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
44,121287,13,3023,0,40,Divorced,Husband,Male,Handlers-cleaners,State-gov,United-States,White
37,156665,13,0,0,34,Divorced,Husband,Male,Other-service,Self-emp-not-inc,United-States,White
39,366541,14,4,0,40,Divorced,Not-in-family,Male,Sales,Private,United-States,White
29,29804,9,10,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
53,52267,9,6,0,40,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
34,352362,10,14,0,40,Never-married,Not-in-family,Female,Adm-clerical,Private,Cuba,White
35,118793,9,8,0,23,Divorced,Not-in-family,Male,Exec-managerial,Private,United-States,White
26,206904,6,0,0,40,Separated,Husband,Male,Farming-fishing,Private,United-States,White
27,302335,11,3,0,40,Never-married,Husband,Male,Prof-specialty,Private,Cuba,White
28,194075,9,2,0,40,Never-married,Husband,Male,Prof-specialty,Private,United-States,Black
37,60584,13,13,0,50,Never-married,Not-in-family,Male,Prof-specialty,Self-emp-not-inc,United-States,White
21,248043,13,4,0,40,Separated,Wife,Female,Adm-clerical,Private,United-States,White
57,200274,9,10,0,40,Divorced,Husband,Male,Transport-moving,Private,United-States,White
38,277287,10,4,0,32,Married-civ-spouse,Not-in-family,Female,Tech-support,Self-emp-inc,United-States,White
28,128462,9,7,0,40,Never-married,Wife,Female,Adm-clerical,Private,United-States,White
33,68381,10,0,0,46,Married-civ-spouse,Husband,Male,Exec-managerial,Self-emp-not-inc,United-States,White
47,190017,10,10,0,40,Divorced,Not-in-family,Male,Exec-managerial,Private,United-States,White
48,150388,10,10,0,49,Separated,Not-in-family,Female,Other-service,Private,United-States,White
37,209971,10,0,0,40,Divorced,Own-child,Male,Exec-managerial,Self-emp-not-inc,United-States,White
40,384174,9,5,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,State-gov,United-States,White
21,335650,9,9,0,45,Never-married,Husband,Male,Craft-repair,Private,United-States,White
25,100069,9,1,0,40,Married-civ-spouse,Not-in-family,Male,Handlers-cleaners,Private,United-States,White
41,185458,13,15,0,56,Married-civ-spouse,Unmarried,Female,Other-service,Private,United-States,White
56,62869,9,0,0,40,Never-married,Own-child,Male,Prof-specialty,Self-emp-not-inc,United-States,White
25,186292,11,3,0,40,Married-civ-spouse,Unmarried,Female,Exec-managerial,Private,United-States,White
40,147737,10,10,0,46,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Private,Mexico,White
37,578181,11,0,0,51,Married-civ-spouse,Own-child,Male,Craft-repair,Self-emp-not-inc,United-States,Asian-Pac-Islander
46,130861,5,1,0,37,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
44,288593,10,0,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,Private,United-States,White
36,184677,9,0,0,45,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,Black
51,176208,9,0,0,40,Married-civ-spouse,Unmarried,Female,Tech-support,Private,United-States,White
34,136170,10,6,0,43,Never-married,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
34,272212,10,0,0,40,Never-married,Wife,Female,Other-service,Private,United-States,White
39,197530,10,0,0,40,Divorced,Not-in-family,Female,Machine-op-inspct,Private,United-States,White
46,162832,9,8,0,75,Divorced,Husband,Male,Transport-moving,Self-emp-not-inc,United-States,White
43,112942,14,7,0,11,Married-civ-spouse,Unmarried,Female,Sales,Private,United-States,Black
38,21458,10,16,1966,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
18,214900,10,0,0,59,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
43,87003,13,0,0,40,Married-civ-spouse,Wife,Female,Sales,Private,United-States,White
41,225735,9,0,0,13,Never-married,Own-child,Male,Sales,Private,United-States,White
36,217495,6,3,0,40,Never-married,Husband,Male,Adm-clerical,Federal-gov,United-States,White
21,103200,13,4,0,9,Never-married,Husband,Male,Sales,Private,United-States,White
45,159414,9,0,0,8,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
35,332781,10,0,0,40,Married-civ-spouse,Unmarried,Female,Exec-managerial,Private,United-States,White
66,175090,13,9,0,43,Married-civ-spouse,Husband,Male,Other-service,Private,United-States,White
34,105789,10,0,0,58,Divorced,Not-in-family,Male,Craft-repair,Self-emp-not-inc,United-States,White
35,167175,10,16,0,61,Never-married,Husband,Male,Farming-fishing,Private,United-States,White
45,111296,13,0,0,40,Divorced,Not-in-family,Female,Exec-managerial,Private,United-States,Black
20,127533,9,0,0,40,Never-married,Husband,Male,Machine-op-inspct,Private,United-States,White
43,191425,9,7,0,74,Divorced,Own-child,Male,Craft-repair,Private,United-States,White
27,244411,9,4,1880,34,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
65,271185,10,8,0,57,Widowed,Husband,Male,Exec-managerial,Self-emp-not-inc,United-States,White
63,420001,9,0,0,49,Married-civ-spouse,Husband,Male,Tech-support,Private,United-States,White
33,42522,10,9,2298,40,Divorced,Husband,Male,Machine-op-inspct,Self-emp-not-inc,United-States,White
46,257211,9,10,0,49,Separated,Not-in-family,Male,Adm-clerical,Local-gov,Mexico,White
35,219222,15,14,0,60,Never-married,Other-relative,Male,Exec-managerial,Private,United-States,White
37,329501,10,0,0,40,Divorced,Not-in-family,Male,Adm-clerical,Private,United-States,White
59,301409,7,3,0,40,Married-civ-spouse,Wife,Female,Sales,Private,United-States,White
23,148295,9,0,0,40,Never-married,Own-child,Female,Sales,Private,United-States,White
24,281759,13,5,0,40,Never-married,Not-in-family,Male,Prof-specialty,Self-emp-not-inc,United-States,White
35,94238,13,3,0,58,Married-civ-spouse,Unmarried,Female,Protective-serv,Private,United-States,White
33,318204,13,1,0,40,Married-civ-spouse,Own-child,Female,Prof-specialty,Private,United-States,White
34,96573,13,0,0,50,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,Asian-Pac-Islander
39,186583,8,0,0,46,Married-civ-spouse,Not-in-family,Male,Transport-moving,Self-emp-not-inc,United-States,White
47,148915,14,0,0,79,Married-civ-spouse,Not-in-family,Male,Farming-fishing,Private,United-States,White
44,117977,12,0,0,58,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
43,179094,9,0,0,36,Married-civ-spouse,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
18,142385,10,2393,0,12,Never-married,Husband,Male,Craft-repair,Private,United-States,White
40,128945,14,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
46,201469,10,14603,0,40,Divorced,Husband,Male,Craft-repair,Private,El-Salvador,White
56,106400,14,6,0,35,Divorced,Not-in-family,Male,Exec-managerial,Private,United-States,White
35,109722,9,9,0,40,Married-civ-spouse,Unmarried,Female,Other-service,Private,United-States,Asian-Pac-Islander
37,180604,9,0,0,40,Married-civ-spouse,Not-in-family,Male,Transport-moving,Private,United-States,White
18,171630,9,2,0,40,Never-married,Husband,Male,Machine-op-inspct,Private,United-States,White
32,299009,5,0,0,26,Married-civ-spouse,Not-in-family,Male,Craft-repair,Self-emp-inc,United-States,White
62,263671,10,0,0,46,Married-civ-spouse,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
21,196945,13,3,0,26,Never-married,Not-in-family,Male,Craft-repair,Private,United-States,White
50,79058,10,5,0,31,Widowed,Own-child,Male,Craft-repair,Self-emp-inc,United-States,White
35,434309,9,0,0,40,Married-civ-spouse,Own-child,Male,Protective-serv,Local-gov,United-States,White
44,242467,9,2,0,40,Divorced,Husband,Male,Exec-managerial,Self-emp-not-inc,United-States,White
48,93875,10,2120,0,30,Divorced,Husband,Male,Prof-specialty,Self-emp-not-inc,United-States,White
27,75879,10,0,0,37,Never-married,Own-child,Female,Prof-specialty,Private,United-States,White
34,135625,10,12,0,49,Never-married,Husband,Male,Craft-repair,Private,Columbia,White
29,148824,13,3,0,44,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
29,131693,13,0,0,28,Never-married,Own-child,Male,Machine-op-inspct,Federal-gov,United-States,White
57,192393,10,0,0,61,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
17,112416,13,3,0,30,Never-married,Husband,Male,Adm-clerical,Private,United-States,White
33,185561,11,0,0,45,Married-civ-spouse,Other-relative,Male,Craft-repair,Private,United-States,White
40,137240,10,8002,0,49,Married-civ-spouse,Not-in-family,Male,Machine-op-inspct,Self-emp-inc,United-States,Asian-Pac-Islander
19,350603,10,0,0,49,Never-married,Own-child,Male,Farming-fishing,State-gov,United-States,Black
20,162130,9,1,0,40,Never-married,Own-child,Male,Craft-repair,Private,United-States,White
20,122963,9,6905,0,40,Never-married,Not-in-family,Male,Prof-specialty,Private,United-States,White
17,98950,12,0,0,9,Never-married,Own-child,Male,Craft-repair,Private,United-States,Asian-Pac-Islander
43,272379,13,14526,0,31,Separated,Not-in-family,Female,Other-service,Private,United-States,White
25,38833,4,1,0,35,Married-civ-spouse,Husband,Male,Adm-clerical,Private,Philippines,White
49,129718,9,1,1736,40,Married-civ-spouse,Not-in-family,Male,Prof-specialty,Private,United-States,Black
20,132859,14,13,0,40,Never-married,Unmarried,Female,Sales,Private,United-States,White
58,47224,10,3,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
56,251104,9,15820,0,36,Married-civ-spouse,Other-relative,Male,Craft-repair,Self-emp-not-inc,United-States,White
49,91339,2,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
66,109517,13,8,0,40,Married-civ-spouse,Husband,Male,Protective-serv,Private,United-States,White
40,91501,13,3,1959,75,Never-married,Not-in-family,Male,Adm-clerical,Private,United-States,White
42,332535,13,0,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
36,94831,13,0,0,40,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,Black
37,163810,14,0,0,59,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
28,86114,13,0,0,40,Never-married,Unmarried,Female,Prof-specialty,Private,United-States,White
51,36703,10,0,0,40,Divorced,Own-child,Female,Prof-specialty,Private,United-States,White
41,118540,10,0,0,46,Married-civ-spouse,Husband,Male,Craft-repair,Federal-gov,United-States,White
41,60167,13,0,0,43,Divorced,Unmarried,Female,Adm-clerical,Private,United-States,White
43,213185,10,0,2028,40,Separated,Husband,Male,Sales,Private,United-States,White
40,202725,5,15048,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,England,White
46,101583,15,8,0,51,Divorced,Husband,Male,Sales,Private,United-States,White
